"('not yet another barbecue sauce', 'Malty')"
"('super easy and spicy pot roast  crock pot', 'Roasty')"
"('cocktail a la louisiane', 'Sour')"
"('breakfast sausage casserole', 'Malty')"
"('deviled eggs with tahini', 'Hoppy')"
"('chive spatzel', 'Fruity/Spicy')"
"('fudgy coconut oatmeal cookies', 'Specialty')"
"('chocolate viennese biscuits', 'Specialty')"
"('roasted salmon with shallot grapefruit sauce', 'Fruity/Spicy')"
"('light and zesty vegetable coleslaw', 'Fruity/Spicy')"
"('very easy tomato basil mozzarella pasta', 'Hoppy')"
"('spaghetti squash with pesto olive sauce for one', 'Specialty')"
"('boursin cheese creamed spinach bake', 'Specialty')"
"('after thanksgiving soup', 'Specialty')"
"('quick crab stew', 'Specialty')"
"('melt in your mouth chicken casserole with biscuit topping', 'Malty')"
"('banana pecan spice cake', 'Specialty')"
"('spinach tabbouleh', 'Sour')"
"('cocoa loco   3 different types of hot chocolates', 'Specialty')"
"('khachapuri  georgian cheese bread', 'Hoppy')"
"('bev s jazzed up cashew shrimp', 'Fruity/Spicy')"
"('super easy broccoli mac  n cheese', 'Fruity/Spicy')"
"('peanut butter frosting', 'Specialty')"
"('chocolate strawberry banana smoothie', 'Roasty')"
"('tomato  basil   smoked mozzarella pasta salad   4 ww points', 'Fruity/Spicy')"
"('gluhwein  hot wine', 'Fruity/Spicy')"
"('portside cheese dip', 'Specialty')"
"('grilled peaches with amaretto mascarpone', 'Fruity/Spicy')"
"('whoopie pies   soft sandwhich cookie', 'Specialty')"
"('banana rum cake', 'Specialty')"
"('garlic parmesan mushrooms', 'Hoppy')"
"('famous texas jailbreak cake', 'Specialty')"
"('ww 2 points   frosted banana bread muffins', 'Fruity/Spicy')"
"('adders fork  glazed carrots   parsnips  zwt three', 'Malty')"
"('apple muffins with sauce', 'Sour')"
"('blueberry cream muffins', 'Specialty')"
"('egg free dairy free moist chocolate cake', 'Specialty')"
"('christmas rice krispies marshmallow balls', 'Malty')"
"('creme de noyaux shot', 'Specialty')"
"('parmesan shrimp and vegetables with fettuccine', 'Fruity/Spicy')"
"('cauliflower red lentil   ginger soup', 'Hoppy')"
"('meat   veggie sloppy joes oamc', 'Hoppy')"
"('sunday dinner corn pudding', 'Malty')"
"('chocolate whole wheat zucchini bread', 'Specialty')"
"('a tomato well stuffed', 'Crisp')"
"('unbelievable crockpot apple onion pork butt', 'Malty')"
"('beans   rice', 'Rich/Hearty')"
"('ratatouille with chickpeas    crock pot', 'Hoppy')"
"('strawberry oatmeal', 'Specialty')"
"('pomegranate  banana and pistachio bread', 'Rich/Hearty')"
"('chocolate snaps', 'Roasty')"
"('baconless baked beans', 'Smoky')"
"('rock and roll bbq clam chowder', 'Smoky')"
"('strawberry mascarpone tart with port glaze', 'Hoppy')"
"('cream cheese appetizer', 'Specialty')"
"('chinese egg roll wrap', 'Malty')"
"('classic macaroni salad', 'Hoppy')"
"('low carb italian sausage stew', 'Hoppy')"
"('wasabi snack mix', 'Hoppy')"
"('avocado with bell pepper and tomatoes', 'Hoppy')"
"('braised pork', 'Malty')"
"('joanne s bran muffins', 'Malty')"
"('summer berry jam  no pectin', 'Fruity/Spicy')"
"('coffee chocolate waffles', 'Specialty')"
"('chocolate chip cheesecake swirl cupcakes', 'Specialty')"
"('raspberry chicken sandwiches', 'Fruity/Spicy')"
"('add in anything  muffins', 'Specialty')"
"('penne pasta with sausage and spicy tomato sauce', 'Hoppy')"
"('chocolate avocado cupcakes', 'Crisp')"
"('black magic  black lentils   soybean dal', 'Hoppy')"
"('vine ripened tomatoes with garlic and basil', 'Hoppy')"
"('gulf coast shrimp and vegetables   south beach diet recipe  phas', 'Hoppy')"
"('blueberry sangria lemonade', 'Malty')"
"('earl grey hot chocolate', 'Specialty')"
"('boarding house meatloaf', 'Hoppy')"
"('gluten free vanilla wafers', 'Specialty')"
"('chocolate mint candy  fudge', 'Specialty')"
"('oyster cracker snacks', 'Malty')"
"('party sausage meatballs', 'Malty')"
"('winter toasted marshmallows', 'Malty')"
"('grilled potato morel pierogie', 'Hoppy')"
"('spinach cheese balls with pasta sauce', 'Specialty')"
"('stove top mac   cheese', 'Hoppy')"
"('banana nut bundt cake', 'Specialty')"
"('maple  ginger   pineapple ice cream', 'Fruity/Spicy')"
"('sauteed gala apples and leeks', 'Malty')"
"('naranjita a la hacienda', 'Fruity/Spicy')"
"('swiss pea soup', 'Specialty')"
"('modified banana zucchini bread', 'Specialty')"
"('freezing broccoli and cauliflower', 'Malty')"
"('strawberry shortcake snake', 'Specialty')"
"('passionate dark sienna cookie', 'Fruity/Spicy')"
"('budget stretching beef and zucchini enchiladas w brown rice', 'Hoppy')"
"('gordon ramsay s jerusalem artichoke risotto with scallops', 'Hoppy')"
"('glazed carrots   weight watchers', 'Malty')"
"('yummy stuffed bears', 'Specialty')"
"('apple pie cake', 'Specialty')"
"('amy s cheezy broccoli balls', 'Hoppy')"
"('sweet and spicy dry rub', 'Smoky')"
"('nutella crispy cake', 'Malty')"
"('sup mang tay cua  vietnamese asparagus crab soup', 'Hoppy')"
"('cauliflower couscous', 'Specialty')"
"('preppy chicken fajitas', 'Hoppy')"
"('zesty one pan chicken and potato bake', 'Fruity/Spicy')"
"('soft beef tortillas', 'Hoppy')"
"('gooseberry pie', 'Fruity/Spicy')"
"('eggless pancakes', 'Malty')"
"('chicken zing', 'Fruity/Spicy')"
"('curried orange chicken', 'Malty')"
"('creamed corn with bacon and leeks', 'Hoppy')"
"('thanksgiving brussels sprouts', 'Hoppy')"
"('cucumber salsa', 'Hoppy')"
"('abm raisin  date   nut bread wreath', 'Malty')"
"('greek seasoning blend', 'Hoppy')"
"('butterscotch brownie', 'Specialty')"
"('rigatoni with fresh tomatoes and basil', 'Fruity/Spicy')"
"('spicy pumpkin soup with green chili swirl', 'Specialty')"
"('ada s chocolate peanut butter fudge', 'Specialty')"
"('bacon mushroom baked potato topping', 'Smoky')"
"('spicy corn and black beans', 'Hoppy')"
"('pistachio pudding  pineapple fluff dessert salad', 'Sour')"
"('mocha freeze', 'Specialty')"
"('hawaiian pineanadamia bread', 'Specialty')"
"('spinach cheese triangles', 'Fruity/Spicy')"
"('greek salad for 2', 'Crisp')"
"('bacon tomato frittata', 'Roasty')"
"('black sesame asparagus', 'Hoppy')"
"('boneless pork chops', 'Malty')"
"('tomato basil soup with ricotta dumplings', 'Fruity/Spicy')"
"('cajun buttered corn', 'Hoppy')"
"('healthy chicken tenders', 'Fruity/Spicy')"
"('relax already apple tea', 'Malty')"
"('ci ci s cherry pizza  copycat recipe', 'Sour')"
"('banana cream pie  vegan', 'Malty')"
"('cream of morel mushroom soup', 'Malty')"
"('plain baby back ribs from the oven', 'Hoppy')"
"('fruit salad with cream cheese poppy seed dressing', 'Specialty')"
"('the realtor s chocolate caramels', 'Malty')"
"('cranberry conserve   relish', 'Fruity/Spicy')"
"('noble house chinese spareribs', 'Malty')"
"('patriotic jello fruit salad', 'Specialty')"
"('cherry cranberry apple muffins', 'Malty')"
"('apple pie a la mode tea', 'Malty')"
"('lemon ginger coriander chicken kebabs', 'Hoppy')"
"('almond delite  cheesecake w raspberry sauce', 'Specialty')"
"('savory prime rib roast', 'Rich/Hearty')"
"('lighter  but scrumptious oatmeal raisin muffins', 'Malty')"
"('berry dumplings', 'Fruity/Spicy')"
"('mashed potatoes britt', 'Specialty')"
"('roast chicken with black pepper glaze', 'Fruity/Spicy')"
"('oyster casserole  ostiones en cazuela', 'Malty')"
"('pesto chicken   potatoes', 'Smoky')"
"('mango malai', 'Malty')"
"('tld s chili mac', 'Hoppy')"
"('starry night taco cups', 'Hoppy')"
"('szechuan noodle toss', 'Smoky')"
"('soda cracker surprise', 'Roasty')"
"('creepy body bits dip', 'Malty')"
"('nacho salad', 'Hoppy')"
"('peanut butter heath bar blondies', 'Specialty')"
"('eileen s jelly meatballs', 'Hoppy')"
"('tingly szechuan pepper beef noodles', 'Hoppy')"
"('black russian cake', 'Roasty')"
"('eggplant crispy and delicious', 'Hoppy')"
"('turkey and brown rice casserole', 'Hoppy')"
"('white chocolate blueberry muffins', 'Hoppy')"
"('su teresi salatasi  turkish watercress salad', 'Roasty')"
"('apple spice tea', 'Specialty')"
"('basic vanilla drizzle', 'Specialty')"
"('silky ground lamb patties  shammi kebab', 'Hoppy')"
"('quick italian green beans', 'Hoppy')"
"('white corn and rosemary soup', 'Rich/Hearty')"
"('elise s grilled butterflied leg of lamb', 'Hoppy')"
"('feijoada', 'Fruity/Spicy')"
"('triple berry cranberry delight', 'Fruity/Spicy')"
"('spicy chicken egg rolls with honey apricot dipping sauce', 'Malty')"
"('mini meatballs   asian', 'Hoppy')"
"('belgian endive with roquefort  walnuts and cranberries', 'Hoppy')"
"('stacie s ultimate caesar', 'Sour')"
"('easy girl scout thin mints', 'Roasty')"
"('dulce de leche and nutella thumbprints', 'Specialty')"
"('crisp and crunchy salmon  or chicken  fingers', 'Fruity/Spicy')"
"('hot bacon   swiss dip with pita crisps', 'Specialty')"
"('oat blueberry scones', 'Malty')"
"('queso', 'Hoppy')"
"('hope s yummy bean dip', 'Hoppy')"
"('roasted red pepper bisque  soup', 'Fruity/Spicy')"
"('my favorite chicken pot pie', 'Malty')"
"('mark bittman s tuna salad without mayo', 'Hoppy')"
"('vanocka   vnoka   czech christmas bread', 'Hoppy')"
"('betty salad', 'Smoky')"
"('mushroom cookies  mantar kurabiye', 'Roasty')"
"('sweet corn crab cakes', 'Hoppy')"
"('hg s holy moly cannoli cones   ww points  3', 'Specialty')"
"('quick and easy loaf sized sub  submarine  sandwich', 'Specialty')"
"('pulled pork barbecue  slow cooker', 'Malty')"
"('orange rice pudding with minted orange cranberry glaze', 'Fruity/Spicy')"
"('suquet of cod', 'Hoppy')"
"('pecan bread', 'Specialty')"
"('hash browns and spinach casserole', 'Specialty')"
"('healthy chicken enchiladas', 'Malty')"
"('steamed salmon with snow peas', 'Fruity/Spicy')"
"('mark s clam chowder', 'Hoppy')"
"('hula dip', 'Fruity/Spicy')"
"('ukrainian lokshyna and ham  noodle and ham casserole', 'Specialty')"
"('herbed lamb and white bean bake', 'Hoppy')"
"('white cheese vegetable lasagna', 'Fruity/Spicy')"
"('kids birthday toast', 'Roasty')"
"('lazy pierogi', 'Malty')"
"('potato and pea sambusa  somali', 'Fruity/Spicy')"
"('aegean beans', 'Hoppy')"
"('a 1 meatballs', 'Hoppy')"
"('fruit salad with pudding', 'Specialty')"
"('summertime strawberry glazed pie', 'Specialty')"
"('homemade cheese whiz clone', 'Fruity/Spicy')"
"('strawberry mango muffins', 'Malty')"
"('southern style cabbage', 'Hoppy')"
"('italian marinade', 'Fruity/Spicy')"
"('cold avocado soup', 'Crisp')"
"('indian asparagus', 'Hoppy')"
"('spritskransar  spritz rings  swedish', 'Malty')"
"('grilled rosemary and lemon chicken', 'Hoppy')"
"('slow cooker  crock pot  oxtail barley soup', 'Hoppy')"
"('apple peach crisp', 'Malty')"
"('banana nut fudge brownies', 'Specialty')"
"('aunt isse s sandwich spread', 'Hoppy')"
"('fluffy butter dinner rolls', 'Malty')"
"('fabulous tofu with delicious nutritional yeast', 'Hoppy')"
"('mulled holiday tea', 'Malty')"
"('carol s muffalletto', 'Fruity/Spicy')"
"('super easy no boil oven ribs', 'Malty')"
"('shrimp tortellini with green beans and red peppers', 'Hoppy')"
"('spinach and pecan salad', 'Fruity/Spicy')"
"('hungarian noodles homemade', 'Malty')"
"('southern fried pork chops with creamy pan gravy', 'Malty')"
"('pistachio stuffed figs  and or apricots', 'Malty')"
"('raspberry fluff', 'Fruity/Spicy')"
"('bechamel creamed spinach', 'Malty')"
"('roasted chicken breasts with garlic  rosemary  and lemon', 'Hoppy')"
"('snap peas  n basil', 'Hoppy')"
"('cheesy chicken enchiladas', 'Fruity/Spicy')"
"('quick low cal cream cones', 'Specialty')"
"('amana radish relish', 'Malty')"
"('ham and tomato pie', 'Specialty')"
"('cream of mushroom soup with sherry', 'Hoppy')"
"('chicken breast piccata so good so easy', 'Hoppy')"
"('bacon wrapped sausages', 'Hoppy')"
"('baked macaroni and cheese', 'Hoppy')"
"('baked chicken risotto', 'Malty')"
"('sugar free peanut balls', 'Specialty')"
"('smoked sausage primavera', 'Hoppy')"
"('duet of cauliflower', 'Hoppy')"
"('janae s german pancakes', 'Fruity/Spicy')"
"('healthier alternative whole wheat pizza crust', 'Malty')"
"('red  white  and blueberry smoothie', 'Fruity/Spicy')"
"('butterfinger bars', 'Roasty')"
"('tunisian beef stew  liftiyya', 'Hoppy')"
"('semisweet chip rocky road frosting', 'Roasty')"
"('big cookies', 'Specialty')"
"('sticky date pudding with caramel sauce', 'Specialty')"
"('pat s orange pecan muffins', 'Hoppy')"
"('prune chocolate chip cookies', 'Specialty')"
"('chocolate banana fruit roll up fruit leather  dehydrator', 'Malty')"
"('jalapeno cheese grits', 'Hoppy')"
"('authentic chinese five spice roast chicken', 'Malty')"
"('heavenly chocolate dessert', 'Specialty')"
"('so easy meatball subs', 'Fruity/Spicy')"
"('florentine tuna panini', 'Hoppy')"
"('ginger chicken', 'Hoppy')"
"('honey chicken thighs', 'Malty')"
"('yakitori  skewered japanese chicken', 'Fruity/Spicy')"
"('bananas in coconut cream', 'Specialty')"
"('mrs mm s  potato and bean bhaji', 'Hoppy')"
"('roasted chicken with rosemary  lemon and garlic', 'Hoppy')"
"('hot garlic shrimp   asparagus', 'Hoppy')"
"('passionfruit muffins', 'Malty')"
"('creamy spaghetti and ham bake', 'Specialty')"
"('egyptian kebabs', 'Fruity/Spicy')"
"('spiced orange yams and pork chops', 'Fruity/Spicy')"
"('heather s high altitude sourdough bread', 'Malty')"
"('caesar salad a la york', 'Hoppy')"
"('sweetened condensed milk', 'Specialty')"
"('bailey s irish cheesecake', 'Specialty')"
"('bourbon brownies', 'Roasty')"
"('yogurt  fruit and granola parfait', 'Crisp')"
"('lemon pepper boneless pork country style ribs with bacon', 'Hoppy')"
"('miso shiitake breakfast soup', 'Roasty')"
"('pecan crunch pumpkin cheesecake pie', 'Specialty')"
"('chicken test', 'Malty')"
"('meatballs in garlic  tomato and mint sauce', 'Hoppy')"
"('caribbean citrus shrimp salad', 'Hoppy')"
"('awesome and easy spaghetti casserole', 'Specialty')"
"('hawaiian shrimp truck special  garlic lemon butter shrimp', 'Hoppy')"
"('garden fresh herb pasta', 'Fruity/Spicy')"
"('real potato soup', 'Specialty')"
"('yellow squash cornbread muffins', 'Rich/Hearty')"
"('seared scallops with white beans and bacon', 'Hoppy')"
"('magic bullet brisk broccoli soup', 'Specialty')"
"('chicken in lettuce leaves', 'Crisp')"
"('cabbage strudel', 'Hoppy')"
"('mais soep   corn soup', 'Hoppy')"
"('cauliflower mash', 'Hoppy')"
"('baboon brownies', 'Roasty')"
"('seven minute frosting', 'Specialty')"
"('chicken enchiladas with ancho chile cream sauce', 'Malty')"
"('bbq chicken with bacon sandwiches', 'Fruity/Spicy')"
"('sauteed steak salad', 'Crisp')"
"('pasta with sausage and ricotta', 'Hoppy')"
"('weight watchers chicken cheese steaks', 'Fruity/Spicy')"
"('pheasant in a crock', 'Fruity/Spicy')"
"('chicken with lemon and basil  kotopoulo lemonato', 'Fruity/Spicy')"
"('patrick s sausage gravy', 'Malty')"
"('chinese curry noodles', 'Hoppy')"
"('roasted cauliflower with sun dried tomatoes   capers', 'Hoppy')"
"('peanana roll ups', 'Malty')"
"('peanut butter cup cookies', 'Specialty')"
"('macaroni and cheese with roasted veggies   pork sausage', 'Hoppy')"
"('low cal indian yogurt and spinach salad', 'Sour')"
"('shrimp tostadas with avocado salsa', 'Crisp')"
"('almost cheesecake  low fat sugar', 'Specialty')"
"('grilled red onions with balsamic vinegar and rosemary', 'Hoppy')"
"('nut crusted chicken breasts', 'Fruity/Spicy')"
"('tender braised beef short ribs', 'Hoppy')"
"('cake batter fudge', 'Malty')"
"('piccadilly cafeteria carrot souffle', 'Specialty')"
"('chuck wagon stew', 'Hoppy')"
"('pork tenderloin with chipotle marmalade sauce', 'Malty')"
"('chocolate sheet cake with peanut butter suede', 'Specialty')"
"('spicy thai coconut shrimp', 'Crisp')"
"('colorful potato soup', 'Fruity/Spicy')"
"('kicks like a mule   mexican jalapeno and cornbread muffins', 'Hoppy')"
"('fried chicken rollups', 'Fruity/Spicy')"
"('english muffin with wafer thin ham  gruyere  and mustard', 'Specialty')"
"('kukye sabzi', 'Crisp')"
"('pepper steak strips', 'Hoppy')"
"('papaya and young coconut soup', 'Specialty')"
"('peppered pork tenderloin sandwiches', 'Hoppy')"
"('allison s taco wings', 'Malty')"
"('maple baked squash with balsamic vinegar', 'Malty')"
"('sauerbraten in crock pot', 'Fruity/Spicy')"
"('brown sugar coffee cake cappuccino', 'Malty')"
"('vietnamese cabbage and chicken salad', 'Hoppy')"
"('chocolate cream eclair dessert  lower fat', 'Specialty')"
"('bacon double cheese stuffed burgers', 'Smoky')"
"('rib eye grill', 'Hoppy')"
"('salmon  spinach and ravioli', 'Hoppy')"
"('gingerbread', 'Fruity/Spicy')"
"('buffalo chicken and noodle ramekins  rsc', 'Fruity/Spicy')"
"('corn puffs', 'Hoppy')"
"('green goddess sauce', 'Crisp')"
"('blueberry coffee cake with lemon icing', 'Hoppy')"
"('tomato vodka cream sauce', 'Fruity/Spicy')"
"('five jewel rice stuffed chicken breast with hot sour sauce', 'Malty')"
"('bbq pork tenderloin in the crock pot', 'Malty')"
"('fruit and nut sweet potato fusion', 'Specialty')"
"('heavenly hemp cookies', 'Roasty')"
"('curried corn', 'Malty')"
"('oven fried flautas', 'Hoppy')"
"('oven roasted sweet potatoes with onions', 'Hoppy')"
"('fall apart tender pork butt roast  pulled pork', 'Malty')"
"('refrigerated cukes', 'Hoppy')"
"('mmm  tender and sweet brisket and tzimmes', 'Roasty')"
"('sushine carrots', 'Malty')"
"('the ultimate loaded baked potato soup', 'Specialty')"
"('decadent cheesecake pops or balls', 'Specialty')"
"('cranberry walnut cheesecake pie', 'Specialty')"
"('baba au rhum  rum baba  by ina garten  barefoot contessa', 'Hoppy')"
"('ujagar singh lamb chops', 'Hoppy')"
"('bacon roll appetizers', 'Roasty')"
"('mediterranean chicken roll up', 'Fruity/Spicy')"
"('low carb egg quiche', 'Hoppy')"
"('green beans and water chestnuts', 'Malty')"
"('tuna   broccoli stir fry', 'Crisp')"
"('pecan and bacon waffles', 'Smoky')"
"('beet   kale salad', 'Malty')"
"('fruitcake drops', 'Malty')"
"('pork souvlaki', 'Hoppy')"
"('awesome chocolate chip cookies', 'Specialty')"
